,location,company,jkid,title,salary,stars,reviews,post_date,pull_date
56,"Boulder, CO",University of Colorado,c547fe90887eb415,Research Associate,,51.6,140,1 day,2016-10-16 00:33:17.464555
57,"Broomfield, CO 80021",Return Path,a3950fc5eda9e7eb,"Director, Data Science and Analytics",,51.0,14,30+ days,2016-10-16 00:33:17.464555
58,"Boulder, CO",University of Colorado,a7fb6c0efbd1bc20,Professional Research Asst,,51.6,140,18 days,2016-10-16 00:33:17.464555
59,"Denver, CO 80202 (Lodo area)",KPMG,3ea0a30cb63d96b6,"Manager, Tax Technology - Machine Learning",,51.0,1768,8 days,2016-10-16 00:33:17.464555
60,"Denver, CO",CoBank,a30a62313b7277b5,Senior Quantitative Risk Analyst,,42.6,12,21 days,2016-10-16 00:33:17.464555
61,"Golden, CO",National Renewable Energy Laboratory,4c13663b4d9fc186,Postdoctoral Researcher-Transportation Data and Analysis,,42.0,26,26 days,2016-10-16 00:33:17.464555
62,"Denver, CO",10Roof Technology,5f67a0e1e01de4a2,"Big Data Developer (Spark, Hadoop, Hive)","$105,000 a year",,,30+ days,2016-10-16 00:33:17.464555
63,"Broomfield, CO 80021",Return Path,f0c147804d5ba7e1,Data Scientist,,51.0,14,30+ days,2016-10-16 00:33:17.464555
64,"Boulder, CO",Markit,380a7e7465d38b00,"Data Scientist, Markit Digital",,41.4,34,30+ days,2016-10-16 00:33:17.464555
65,"Englewood, CO 80112",Arrow Electronics,d02abc6204417bce,Big Data Developer I,,42.6,276,30+ days,2016-10-16 00:33:17.464555
66,"Lakewood, CO",Natural Grocers,ed0675b696ecc191,Purchasing Data and Analysis Assistant Manager,,40.8,53,2 days,2016-10-16 00:33:17.464555
67,"Golden, CO",National Renewable Energy Laboratory,5a655dc7e0cac78c,Internship (Year Round)-Transportation Data and Advanced Veh...,,42.0,26,30+ days,2016-10-16 00:33:17.464555
68,"Denver, CO",University of Denver,b04371defc02df34,Research Analyst - The Office of Institutional Research & An...,,52.199997,60,30+ days,2016-10-16 00:33:17.464555
69,"Denver, CO",Galvanize,df8eb88510d72ab8,"Lead Instructor, Principal Data Scientist - Enterprise",,60.0,2,5 days,2016-10-16 00:33:17.464555
70,"Denver, CO",ViaSat,14ff7df1708da7b0,Intern - Marketing Research Analyst,,43.2,61,30+ days,2016-10-16 00:33:17.464555
71,"Aurora, CO",Staples,5af82c828adf06e1,Senior Insight Analyst,,43.2,5423,19 days,2016-10-16 00:33:17.464555
72,"Boulder, CO",Ball Aerospace,48ceae9ce0387ce8,Technical Intern-Data Analytics (659543),,43.2,35,30+ days,2016-10-16 00:33:17.464555
73,"Boulder, CO",UCAR,76fbbf54451c6292,Project Scientist I - Inverse Modeling,,44.4,10,30+ days,2016-10-16 00:33:17.464555
74,"Denver, CO 80226",Patsy's Craft Confections | Summit Soap | Maui Soa...,5401a6c16cfd1fcc,Food Scientist: Chemistry & Formulations,"$35,000 a year",,,2 days,2016-10-16 00:33:17.464555
75,"Boulder, CO",LENA Research Foundation,b2cc43fd50039586,Sr. Research Engineer: Machine Learning and Computational Li...,,,,30+ days,2016-10-16 00:33:17.464555
76,"Golden, CO",xentity corporation,a9a5d048aff6a7e9,Data Science Analyst (Intern),,,,30+ days,2016-10-16 00:33:17.464555
77,"Englewood, CO 80112",Hitachi Data Systems,276abd31cbb66afb,HR Intern,,51.0,781,25 days,2016-10-16 00:33:17.464555
78,"Lakewood, CO",Pacific Metrics,7640a34b6f2405f1,Research Associate,,,,18 days,2016-10-16 00:33:17.464555
79,"Denver, CO 80202 (Lodo area)",KPMG,19ad2e488523db0b,"Manager, Tax Technology - Data Analytics",,51.0,1768,9 days,2016-10-16 00:33:17.464555
80,"Englewood, CO",Leidos,ed49e15a67bc3f7d,Sr. Air Force Operations Research Analyst,,43.8,187,8 days,2016-10-16 00:33:17.464555
81,"Denver, CO",Denver Public Schools,8bb49e1dc7448f95,SENIOR RESEARCH ANALYST AND DATA STRATEGIST,$33.69 an hour,43.8,157,1 day,2016-10-16 00:33:17.464555
82,"Boulder, CO",Southwest Research Institute,9ca9df0a8fea4e05,RESEARCH SCIENTIST - HELIOPHYSICS,,53.4,62,30+ days,2016-10-16 00:33:17.464555
83,"Boulder, CO",KBI Biopharma,91a7ed1bd0c49244,PD Scientist II-DSP #230,,40.8,3,4 days,2016-10-16 00:33:17.464555
84,"Centennial, CO",Pearson,b5d20d7210332a6b,"Senior Research Engineer, Machine Learning",,43.8,782,30+ days,2016-10-16 00:33:17.464555
85,"Denver, CO 80202 (Lodo area)",Partners Group,c31fab71bf3ad24e,Portfolio Quantitative Analyst,,40.2,5,30+ days,2016-10-16 00:33:17.464555
86,"Westminster, CO",DigitalGlobe,f7cd9d54cd87a83c,Python Development Engineer/Geospatial Big Data,,43.2,52,30+ days,2016-10-16 00:33:17.464555
87,"Westminster, CO",Ball Aerospace,a31b9fcb22aaed9b,Antenna (Low Observable) Engineer I (658443),,43.2,35,7 days,2016-10-16 00:33:17.464555
88,"Boulder, CO",Association of Universities for Research in Astron...,28e163bfb5398f0f,Associate Scientist,,,,30+ days,2016-10-16 00:33:17.464555
89,"Centennial, CO 80111",Leidos,539b36b0443ae1c9,Research Scientist (Antarctica) (Alternate position 2),,43.8,187,30+ days,2016-10-16 00:33:17.464555
90,"Westminster, CO","Flagship Biosciences, Inc.",4ffdcd0e32dcd5d1,Software Engineer,,,,8 days,2016-10-16 00:33:17.464555
91,"Denver, CO 80204 (Central West Denver area)",Denver Health,679c3c4f32de08a5,Business Manager - RADARS,"$88,091 a year",42.0,88,30+ days,2016-10-16 00:33:17.464555
92,"Aurora, CO",University of Colorado,f4eda79da32b3eaf,Senior Informatics Analyst,"$68,000 a year",51.6,140,30+ days,2016-10-16 00:33:17.464555
93,"Boulder, CO",Ball Aerospace,fedb82c17e253b04,Subcontract Lead (659736),,43.2,35,7 days,2016-10-16 00:33:17.464555
94,"Denver, CO",ICF,3c4f157ecac2d897,Wind Energy Practice Consultant,,40.8,233,1 day,2016-10-16 00:33:17.464555
95,"Boulder, CO",Novella Clinical,210facdf64e3a8e8,Sr. Statistical Programmer,,43.8,19,30+ days,2016-10-16 00:33:17.464555
96,"Boulder, CO",Ball Aerospace,80801d62a78b7270,Supplier Quality Engineering Technical Specialist (659611),,43.2,35,23 days,2016-10-16 00:33:17.464555
97,"Aurora, CO",Atara Biotherapeutics,95fee0338df755ba,"Research Associate, Cell Therapy Assay Development",,,,12 days,2016-10-16 00:33:17.464555
98,"Denver, CO 80247",Datameer,3221be628bf74738,Regional Sales Director - Rocky Mountains,,,,30+ days,2016-10-16 00:33:17.464555
99,"Aurora, CO",University of Colorado,d8d7ab2feb299744,Research Instructor,,51.6,140,30+ days,2016-10-16 00:33:17.464555
100,"Westminster, CO",Ball Aerospace,c3af8616c856bd00,Phased Array Engineer I (659720),,43.2,35,12 days,2016-10-16 00:33:17.464555
101,"Aurora, CO 80011 (Norfolk Glen area)",Children's Hospital Colorado,2e2e5f6888d879d7,Research Informatics Analyst I,,51.6,57,30+ days,2016-10-16 00:33:17.464555
102,"Denver, CO",JLL,84f441cadb50d390,GIS / Research Analyst,,43.8,759,30+ days,2016-10-16 00:33:17.464555
103,"Boulder, CO 80302",Google,76f4fe296c47a3ab,"Technical Curriculum Developer, Google Cloud Platform",,52.800003,1218,15 days,2016-10-16 00:33:17.464555
104,"Broomfield, CO 80021",Return Path,9cb82e63e91afd9a,Software Engineer,,51.0,14,30+ days,2016-10-16 00:33:17.464555
105,"Denver, CO",Encana,cfcabb311729dbcf,Data Analyst,,51.0,53,30+ days,2016-10-16 00:33:17.464555
106,"Boulder, CO",Ball Aerospace,01705781da315fdb,Material Control Analyst II (659576),,43.2,35,30+ days,2016-10-16 00:33:17.464555
107,"Broomfield, CO",Ball Aerospace,51072976250572b4,Human Resources Assistant III - Employee Records (659773),,43.2,35,1 day,2016-10-16 00:33:17.464555
108,"Aurora, CO 80011 (Norfolk Glen area)",Children's Hospital Colorado,4dfc8e0900e28324,Financial Analyst - Research Institute,,51.6,57,30+ days,2016-10-16 00:33:17.464555
109,"Golden, CO",National Renewable Energy Laboratory,93bb1014db3213f9,Post-doctoral researcher (Multiphase reacting flow CFD),,42.0,26,10 days,2016-10-16 00:33:17.464555
110,"Boulder, CO",Archer,75667a469fb91822,Software Engineer (ADX0044),,51.6,35,10 days,2016-10-16 00:33:17.464555
111,"Denver, CO",ViaSat,f635018d1cd75355,Data Warehouse Architect,,43.2,61,30+ days,2016-10-16 00:33:17.464555
112,"Boulder, CO",University of Colorado,5128e0e7dde2bf12,NWT LTER Postdoctoral Synthesis Fellow,,51.6,140,2 days,2016-10-16 00:33:17.464555
113,"Boulder, CO",National Ecological Observatory Network Inc,f2a6b61ca4f7565c,Field Deployment Lead,,,,16 days,2016-10-16 00:33:17.464555
114,"Boulder, CO",UCAR,9f9f4237db002fd3,Postdoctoral Researcher,,44.4,10,1 day,2016-10-16 00:33:17.464555
115,"Golden, CO",National Renewable Energy Laboratory,b458f748c896a988,Chief Theorist,,42.0,26,30+ days,2016-10-16 00:33:17.464555
116,"Golden, CO 80401",HomeAdvisor,344b8b3d8ccd63e8,Data Science Intern,,42.6,53,21 days,2016-10-16 00:33:17.464555
117,"Boulder, CO",KBI Biopharma,16a31841b03f36a3,Sr. Scientist #217,,40.8,3,30 days,2016-10-16 00:33:17.464555
118,"Boulder, CO 80301","SomaLogic, Inc.",b48c330192ab070e,Research Scientist/Scientist I/Scientist II 2016-088,,,,16 days,2016-10-16 00:33:17.464555
119,"Boulder, CO",University of Colorado,862402250fc35bd2,CIRES Postdoctoral Position on Lab Gas-Particle Partitioning...,,51.6,140,11 days,2016-10-16 00:33:17.464555
120,"Boulder, CO",Ball Aerospace,86f0418d966cf2c1,Engineer Associate - Manufacturing (659757),,43.2,35,2 days,2016-10-16 00:33:17.464555
121,"Denver, CO",xentity corporation,38a145196deb0300,GIS Analyst,,,,30+ days,2016-10-16 00:33:17.464555
122,"Denver, CO",Colorado Department of Human Services,6ca564978b647ccf,Data and EMS Systems Statistical Analyst (Statistical Analys...,"$4,460 - $5,129 a month",,,2 days,2016-10-16 00:33:17.464555
123,"Boulder, CO",Ball Aerospace,45fce0a08e259ec5,Technician II-Test (658457),,43.2,35,4 days,2016-10-16 00:33:17.464555
124,"Parker, CO",Lifetime Fitness,f81a75e2e038797a,Ultimate Hoops Statistician,,42.6,751,30+ days,2016-10-16 00:33:17.464555
125,"Denver, CO",ViaSat,dcc2189b84a5020a,Retention Marketing Manager,,43.2,61,23 days,2016-10-16 00:33:17.464555
126,"Aurora, CO 80011 (Norfolk Glen area)",MycoTechnology,ea89828ad826e1c0,Food / Flavor Application Scientist,"$50,000 a year",,,17 days,2016-10-16 00:33:17.464555
127,"Boulder, CO",Ball Aerospace,e329e848389f9775,Technical Intern-Quality Assurance (659559),,43.2,35,30+ days,2016-10-16 00:33:17.464555
128,"Denver, CO",Seneca Companies,753cc0ff862e4183,Environmental Field Scientist,,43.2,7,1 day,2016-10-16 00:33:17.464555
129,"Aurora, CO",University of Colorado,974ad9f26d4b3ae0,Assistant Professor,,51.6,140,30+ days,2016-10-16 00:33:17.464555
130,"Denver, CO",CareSource,69ff034f2f2b766b,Drafting Technician,,42.6,69,1 day,2016-10-16 00:33:17.464555
131,"Boulder, CO",UCAR,328aa4674455516f,Project Scientist II - Numerical Weather Prediction,,44.4,10,30+ days,2016-10-16 00:33:17.464555
132,"Boulder, CO",National Ecological Observatory Network Inc,dde9098f245596d5,Software Engineer II,,,,30 days,2016-10-16 00:33:17.464555
133,"Boulder, CO",Ball Aerospace,13999ae9261548b7,Technical Specialist Principal - Designer (659645),,43.2,35,25 days,2016-10-16 00:33:17.464555
134,"Broomfield, CO","WhiteWave Foods, Inc.",6f4f3326d53149ff,Associate Scientist - Food Quality,,,,9 days,2016-10-16 00:33:17.464555
135,"Boulder, CO",National Ecological Observatory Network Inc,46481ca74e019298,Postdoctoral Scientist-Micrometeorologist_Flux Uncertainty,,,,30+ days,2016-10-16 00:33:17.464555
136,"Aurora, CO",Staples,2cd1733c651c202b,Customer Experience Research Analyst,,43.2,5423,30+ days,2016-10-16 00:33:17.464555
137,"Boulder, CO",Ball Aerospace,bd12c43df00a352d,Principal Structural Engineer - Structural Dynamics (659744),,43.2,35,5 days,2016-10-16 00:33:17.464555
138,"Broomfield, CO",Ball Aerospace,c7be9aa1e60e5fb6,Contract Talent Acquisition Specialist II (659718),,43.2,35,15 days,2016-10-16 00:33:17.464555
139,"Denver, CO 80249 (Gateway-Green Valley Ranch area)",Frontier Airlines,9155b40a7de1fbd9,Operations Research Analyst,,42.0,232,30+ days,2016-10-16 00:33:17.464555
140,"Broomfield, CO",Ball Aerospace,aca3827b9f062aa4,In-Process Inspector Lead - Tactical Solutions (659031),,43.2,35,30+ days,2016-10-16 00:33:17.464555
141,"Boulder, CO",National Ecological Observatory Network Inc,e724792ba2b41154,Senior Systems Engineer-Software/Data Products,,,,30+ days,2016-10-16 00:33:17.464555
142,"Boulder, CO",Ball Aerospace,fbdce2fe4ae22679,Engineer Associate - Systems (659746) - Security clearance r...,,43.2,35,5 days,2016-10-16 00:33:17.464555
143,"Denver, CO",xentity corporation,97d4078677a2df50,GIS Data Systems Analysts,,,,30+ days,2016-10-16 00:33:17.464555
144,"Boulder, CO 80301","SomaLogic, Inc.",3fe3d3348785e0a1,Software Engineer/Sr. Software Engineer (Java),,,,24 days,2016-10-16 00:33:17.464555
145,"Aurora, CO",Booz Allen Hamilton,1638d7f6151cfd4b,"Image Scientist, Senior",,44.4,945,22 days,2016-10-16 00:33:17.464555
146,"Boulder, CO",KBI Biopharma,61652b9b695619cd,Scientist I/II (Temp Only) #212,,40.8,3,30+ days,2016-10-16 00:33:17.464555
147,"Boulder, CO",Ball Aerospace,1434993faed5304a,Process Center Technician II (659262),,43.2,35,17 days,2016-10-16 00:33:17.464555
148,"Denver, CO",National Jewish Health,fe41b0708e7f2728,Clinical Laboratory Scientist Lead,,42.6,44,22 days,2016-10-16 00:33:17.464555
149,"Denver, CO",Potatoes USA,585ebbf749fba7bf,Global Marketing Manager - Food Manufacturing,"$85,000 a year",,,30+ days,2016-10-16 00:33:17.464555
150,"Boulder, CO",National Ecological Observatory Network Inc,abe74a01de6592f9,Field Technician II-Instrumentation,,,,10 days,2016-10-16 00:33:17.464555
151,"Denver, CO 80265 (LoDo area)",Merkle Inc.,b9c33fb786d4a56b,"Sr. Solution Developer, Senior Analyst",,42.0,2,30+ days,2016-10-16 00:33:17.464555
152,"Boulder, CO",National Ecological Observatory Network Inc,ac80e6e21588b832,Field Installation Technician,,,,14 days,2016-10-16 00:33:17.464555
153,"Golden, CO",National Renewable Energy Laboratory,0726e96ea340cb7c,Postdoctoral Researcher - Computational Modeling of Combusti...,,42.0,26,30+ days,2016-10-16 00:33:17.464555
154,"Denver, CO",Stifel Nicolaus,68b520ff77c118b2,Associate Research Analyst I in Sports & Lifestyle Brands,,44.4,21,30+ days,2016-10-16 00:33:17.464555
155,"Boulder, CO",Ball Aerospace,a0ac3654395bbf74,Specialist-Contracts (659732),,43.2,35,5 days,2016-10-16 00:33:17.464555
156,"Boulder, CO",National Center for Atmospheric Research,0d460ee1848accca,Graduate Visitor at NCAR,,51.0,10,12 days,2016-10-16 00:33:17.464555
157,"Aurora, CO",DIAGNOSTIC LABORATORIES,89ee2d16f080cec4,Clinical Laboratory Scientist,,40.2,50,25 days,2016-10-16 00:33:17.464555
158,"Westminster, CO",Ball Aerospace,a48184947b0d2f50,Supply Chain Management Specialist II (659575),,43.2,35,30+ days,2016-10-16 00:33:17.464555
159,"Broomfield, CO",Ball Aerospace,db12e6d0885b66d7,Staff Consultant - Mission Systems Architect (659250),,43.2,35,30+ days,2016-10-16 00:33:17.464555
160,"Westminster, CO",Ball Aerospace,739645b99a20ee93,Operations Service Desk Specialist II (659469),,43.2,35,30+ days,2016-10-16 00:33:17.464555
161,"Denver, CO 80203 (Capitol Hill area)",FareHarbor,3131a20884a5d177,Manager of Revenue Operations,,,,30+ days,2016-10-16 00:33:17.464555
162,"Boulder, CO",Ball Aerospace,1ff89f9330ad4942,Technical Intern-Software (659519),,43.2,35,30+ days,2016-10-16 00:33:17.464555
163,"Highlands Ranch, CO",Arcadis:US,14b4d3c6808d1ee5,GIS Specialist,,,,3 days,2016-10-16 00:33:17.464555
164,"Boulder, CO",Ball Aerospace,448ca0341f69a69c,Senior Radiation Effects Engineer (659716) - Security cleara...,,43.2,35,9 days,2016-10-16 00:33:17.464555
165,"Denver, CO 80204 (Central West Denver area)",Denver Health,e14d0487afb12e62,Research Scientist 5A Eating Disorder Unit,"$93,645 a year",42.0,88,30+ days,2016-10-16 00:33:17.464555
166,"Centennial, CO",Rincon Research Corporation,60d1d2ae7b713e54,Geolocation Engineer,,,,30+ days,2016-10-16 00:33:17.464555
167,"Boulder, CO",National Ecological Observatory Network Inc,3ff31a109572425d,Postdoctoral Scientist-Micrometeorologist,,,,30+ days,2016-10-16 00:33:17.464555
168,"Denver, CO",Planet Forward,b8d7fe4222ef92a3,Wetland Scientist - Greater Denver,,44.4,8,4 days,2016-10-16 00:33:17.464555
169,"Boulder, CO 80305 (Central Boulder area)",Cherokee Nation Businesses,132a682baf393610,Database Administrator / Systems Engineer IV,,42.0,32,30+ days,2016-10-16 00:33:17.464555
170,"Westminster, CO",Ball Aerospace,7a2b64b105370e6d,Senior Phased Array Circuit Design Engineer (658337),,43.2,35,29 days,2016-10-16 00:33:17.464555
171,"Denver, CO",Honeywell,9cc0fe3996498369,Computer Scientist/Systems Analyast - Senior,,44.4,3473,22 days,2016-10-16 00:33:17.464555
172,"Louisville, CO","WhiteWave Foods, Inc.",3d125265e7483628,Scientist - Food Quality,,,,22 days,2016-10-16 00:33:17.464555
173,"Boulder, CO 80301",Genscape,64e8e28a88f6b2c5,Senior Database Developer,,54.0,2,25 days,2016-10-16 00:33:17.464555
174,"Boulder, CO",Ball Aerospace,d94b85b706e275cb,Engineer II - Optical Spatial Metrologist (659441),,43.2,35,30+ days,2016-10-16 00:33:17.464555
175,"Westminster, CO",Ball Aerospace,108830e7723bbe2e,Technician II - Production Test (659405),,43.2,35,30+ days,2016-10-16 00:33:17.464555
176,"Broomfield, CO",Ball Aerospace,4cd92b5795a20e97,Project Engineer I - Electrical (659567),,43.2,35,30+ days,2016-10-16 00:33:17.464555
177,"Boulder, CO",National Ecological Observatory Network Inc,f6e3b3ebedd57b51,Warehouse Associate,,,,30+ days,2016-10-16 00:33:17.464555
178,"Golden, CO",National Renewable Energy Laboratory,76ebf17df2e986a0,"Internship (Year Round Part Time, Full Time Summer) - Fermen...",,42.0,26,30+ days,2016-10-16 00:33:17.464555
179,"Boulder, CO",Ball Aerospace,53385680e2d32b10,Engineer I - Optical (659438),,43.2,35,30+ days,2016-10-16 00:33:17.464555
180,"Broomfield, CO 80020","Corgenix, Inc",faf35045211a945b,Postdoctoral Fellow - Assay Development,,,,30+ days,2016-10-16 00:33:17.464555
181,"Denver, CO",WSP | Parsons Brinckerhoff,5e6a1faad1953fe9,Amazon Web Services (AWS) Solutions Architect,,51.0,5,6 days,2016-10-16 00:33:17.464555
182,"Denver, CO",Honeywell,917feae78820c2fd,"Computer Scientist/Systems Analyst, (Software Engineer Senio...",,44.4,3473,30+ days,2016-10-16 00:33:17.464555
183,"Boulder, CO",Ball Aerospace,2543816ac3dee66a,Engineer I-Electronic Systems Integration & Test (658961),,43.2,35,30+ days,2016-10-16 00:33:17.464555
184,"Westminster, CO",Ball Aerospace,3d97b2d1483e23bb,Technician II - RF Ranges (658248),,43.2,35,30+ days,2016-10-16 00:33:17.464555
185,"Boulder, CO",Ball Aerospace,76cec5547d24f6e3,Sr Facilities Engineer (658748),,43.2,35,30+ days,2016-10-16 00:33:17.464555
186,"Boulder, CO",Ball Aerospace,7dd2c9bfde0bedd1,Process Center Paint Technician III (659526),,43.2,35,30+ days,2016-10-16 00:33:17.464555
187,"Boulder, CO",National Ecological Observatory Network Inc,d8291e81b2cea0b4,Electro/Mechanical Engineer,,,,30+ days,2016-10-16 00:33:17.464555
188,"Denver, CO",Knight Piesold Consulting,41abe1a71b005d03,Senior Mining Hydrogeologist,,,,30+ days,2016-10-16 00:33:17.464555
189,"Boulder, CO 80301","SomaLogic, Inc.",71cb50003403f3ae,Cost Accountant II/Senior Cost Accountant/Cost Accounting Ma...,,,,30+ days,2016-10-16 00:33:17.464555
190,"Broomfield, CO",Ball Aerospace,2fbfe7e948232b52,Engineering Aide I - Systems Engineering (659149),,43.2,35,30+ days,2016-10-16 00:33:17.464555
191,"Broomfield, CO",Ball Aerospace,39401f77007b7c82,Senior Talent Acquisition Manager - Aerospace Division (6596...,,43.2,35,24 days,2016-10-16 00:33:17.464555
192,"Golden, CO",National Renewable Energy Laboratory,5bf3884abbe89e1f,Plant and Microbial Lipid and Bio-Based Products Scientist,,42.0,26,30+ days,2016-10-16 00:33:17.464555
193,"Denver, CO",xentity corporation,eecf3fed0ef0719d,Business Intelligence Solution Architect,,,,30+ days,2016-10-16 00:33:17.464555
194,"Broomfield, CO",Ball Aerospace,54fda274bbd4e646,Project Engineer I - Electrical (659774) - Security clearanc...,,43.2,35,1 day,2016-10-16 00:33:17.464555
195,"Westminster, CO","Plato BioPharma, Inc.",80ee54c5d743cd36,Research Scientist / Senior Research Scientist,,,,30+ days,2016-10-16 00:33:17.464555
196,"Boulder, CO",Ball Aerospace,9a2bec8cc298e74f,Senior Analog/Power Supply Engineer (659755),,43.2,35,3 days,2016-10-16 00:33:17.464555
197,"Denver, CO 80202 (Lodo area)",Jackson Lewis,49343a4b035166a5,Statistician,,41.4,9,28 days,2016-10-16 00:33:17.464555
198,"Boulder, CO","Magic Leap, Inc.",708e4514a10146bc,Sr. Optical Engineer (Calibration and Projection),,54.0,2,30+ days,2016-10-16 00:33:17.464555
199,"Boulder, CO",Ball Aerospace,ece7c234fd734aec,Engineer I - Analog & Digital Designer (659706),,43.2,35,16 days,2016-10-16 00:33:17.464555
200,"Lafayette, CO",Ball Aerospace,e394ae73f7ab602c,Accountant I - Project Invoicing & Receivables (659556),,43.2,35,30+ days,2016-10-16 00:33:17.464555
201,"Denver, CO","Goldstone Partners, Inc.",3f3de7bf641278ab,Cost to Complete Engineer/Scientist,,,,15 days,2016-10-16 00:33:17.464555
202,"Boulder, CO",Ball Aerospace,963368e908634e98,Micro-electronics Packaging Engineer II (659484),,43.2,35,30+ days,2016-10-16 00:33:17.464555
203,"Denver, CO 80204 (Central West Denver area)",Denver Health,2f8a2db5819fc455,RN-Statistical Research Specilist Nursing,"$66,654 a year",42.0,88,30+ days,2016-10-16 00:33:17.464555
204,"Boulder, CO",Ball Aerospace,cf9ab78d9b1666fa,Optical Technician III (659446),,43.2,35,30+ days,2016-10-16 00:33:17.464555
205,"Boulder, CO",Infinity Consulting Solutions,aef48b0b18060923,Web Application Developer,,43.8,6,23 days,2016-10-16 00:33:17.464555
206,"Boulder, CO",Ball Aerospace,5f54abb671c7baed,Engineer Principal- Optical (659502),,43.2,35,30+ days,2016-10-16 00:33:17.464555
207,"Boulder, CO",Ball Aerospace,848e045ed2683481,Technical Intern-Systems Engineer (659528),,43.2,35,30+ days,2016-10-16 00:33:17.464555
208,"Boulder, CO",Ball Aerospace,e7c62d97505f2159,Sr Technician - Design Development (658662),,43.2,35,30+ days,2016-10-16 00:33:17.464555
209,"Westminster, CO",Ball Aerospace,07b945a54a74a4c7,Information Systems Security Officer I (659201),,43.2,35,30+ days,2016-10-16 00:33:17.464555
210,"Broomfield, CO",Ball Aerospace,2dba9dcf70353cb2,Electrical Engineering Team Lead (659566),,43.2,35,30+ days,2016-10-16 00:33:17.464555
211,"Westminster, CO",Ball Aerospace,9c623b630e59a9b2,Senior Systems Engineer - RF Systems Development (659582),,43.2,35,26 days,2016-10-16 00:33:17.464555
212,"Denver, CO",xentity corporation,3756d84572701b7c,Independent Consultant - Government Solution Architect,,,,30+ days,2016-10-16 00:33:17.464555
213,"Boulder, CO",Ball Aerospace,b6ed0f2b6b5a6083,Sr Component Engineer - Space Avionics (659430),,43.2,35,30+ days,2016-10-16 00:33:17.464555
214,"Lafayette, CO",Ball Aerospace,ba59395dc6951bce,Web Application/Oracle Database Developer I (659473),,43.2,35,30+ days,2016-10-16 00:33:17.464555
215,"Lafayette, CO",Ball Aerospace,7c5bad916797cd92,Senior Manager-Financial Accounting (659626),,43.2,35,30 days,2016-10-16 00:33:17.464555
216,"Westminster, CO",Ball Aerospace,51b76c2609ee28d0,Associate Engineer - RF Electronic Systems Integration & Tes...,,43.2,35,30+ days,2016-10-16 00:33:17.464555
217,"Boulder, CO",Ball Aerospace,0496e619b8b35c68,Technical Intern-Systems Integration & Test Engineer (659523...,,43.2,35,30+ days,2016-10-16 00:33:17.464555
218,"Boulder, CO",Ball Aerospace,047569615a70407c,Electrical Power System Engineer II (659699) - Security clea...,,43.2,35,10 days,2016-10-16 00:33:17.464555
219,"Westminster, CO",Ball Aerospace,6698e00bd05c9195,2017 Technical Intern - Manufacturing Engineer (659306),,43.2,35,5 days,2016-10-16 00:33:17.464555
220,"Golden, CO",xentity corporation,748eb49e95e5f066,Government Services Solution Architect,,,,30+ days,2016-10-16 00:33:17.464555
221,"Boulder, CO",National Ecological Observatory Network Inc,5ea26deafcbd2535,Systems Verification Engineer II,,,,30+ days,2016-10-16 00:33:17.464555
222,"Denver, CO",Tetra Tech,f369ff09c5c93710,"Project Engineer -- Nairobi, Kenya",,42.0,116,30+ days,2016-10-16 00:33:17.464555
223,"Westminster, CO",Ball Aerospace,c2853047899f8e80,Manufacturing Shops and Service Center Technician II (659581...,,43.2,35,30+ days,2016-10-16 00:33:17.464555
224,"Boulder, CO",Ball Aerospace,8ce5bce489ab4b94,Technical Intern - Cryogenics/Thermal Engineer (659317),,43.2,35,29 days,2016-10-16 00:33:17.464555
225,"Aurora, CO",Ball Aerospace,8b19b0ab7c2203f8,Systems Administrator Associate (658680) - Security Clearanc...,,43.2,35,30+ days,2016-10-16 00:33:17.464555
226,"Boulder, CO",National Ecological Observatory Network Inc,2b5e618615ac4fc4,Engineering Technician II-Metrology & Biology,,,,30+ days,2016-10-16 00:33:17.464555
227,"Boulder, CO",Spire,7dc17f2d90f2ea26,Energy Program Director,,42.6,16,30+ days,2016-10-16 00:33:17.464555
228,"Westminster, CO","Flagship Biosciences, Inc.",7963137fefc4ac61,Systems Administrator,,,,30+ days,2016-10-16 00:33:17.464555
229,"Boulder, CO",National Ecological Observatory Network Inc,4c3ec14cbb4704ab,Senior Systems Engineer-Hardware,,,,30+ days,2016-10-16 00:33:17.464555
230,"Boulder, CO",Ball Aerospace,c69cf32238fcea3f,Receiving Inspector II - Procured Inspection (658903),,43.2,35,23 days,2016-10-16 00:33:17.464555
231,"Denver, CO",BiggerPockets Inc.,fdf7db3878c02b56,Digital Marketing Coordinator,,,,30+ days,2016-10-16 00:33:17.464555
232,"Westminster, CO",Ball Aerospace,9acba9bf9b336ebe,Administrative Intern-Supply Chain Management (659541),,43.2,35,30+ days,2016-10-16 00:33:17.464555
233,"Westminster, CO",Ball Aerospace,67a0c9106f07508b,Principal Phased Array Circuit Design Engineer (659454),,43.2,35,30+ days,2016-10-16 00:33:17.464555
234,"Boulder, CO",National Ecological Observatory Network Inc,1e6a67ae400f08eb,Electro Mechanical Technician,,,,30+ days,2016-10-16 00:33:17.464555
235,"Golden, CO",xentity corporation,8e9ece2a2722e677,Geospatial Architect,,,,30+ days,2016-10-16 00:33:17.464555
236,"Boulder, CO","Magic Leap, Inc.",e450f50122d437a8,Lead Opto-Mechanical Engineer,,54.0,2,30+ days,2016-10-16 00:33:17.464555
