,location,company,jkid,title,salary,stars,reviews,post_date,pull_date
500,"Houston, TX",MD Anderson Cancer Center,eee4c2a231cefbf1,"Director, Oncology Early-Stage Clinical Development",,51.6,250,29 days,2016-10-16 00:35:56.240193
501,"Houston, TX",Walker Elliott,57a80509b4f3d41c,Software Engineer - Oracle,,,,30+ days,2016-10-16 00:35:56.240193
502,"Houston, TX",MD Anderson Cancer Center,1b3226c0da123e5c,Institute Research Scientist -Immuno-oncology,,51.6,250,29 days,2016-10-16 00:35:56.240193
503,"Houston, TX 77046 (Montrose area)",Rimkus Consulting Group,797504041c4e8245,Fire Investigator - Houston,,39.0,4,8 days,2016-10-16 00:35:56.240193
504,"Houston, TX",Cray,7caa318b1ce96b46,District Service Manager,,52.800003,3,30+ days,2016-10-16 00:35:56.240193
505,"Houston, TX",Strategic IT Staffing,6c3de95db39886c5,Senior DevOps Engineer,,55.800003,4,30+ days,2016-10-16 00:35:56.240193
506,"Houston, TX 77058 (Pasadena area)",Lubrizol Corporation,2394d768e6928ab3,Process Development Chemist,,44.4,19,30+ days,2016-10-16 00:35:56.240193
507,"Houston, TX",MD Anderson Cancer Center,eee4c2a231cefbf1,"Director, Oncology Early-Stage Clinical Development",,51.6,250,29 days,2016-10-16 00:35:56.240193
508,"Houston, TX",Walker Elliott,57a80509b4f3d41c,Software Engineer - Oracle,,,,30+ days,2016-10-16 00:35:56.240193
509,"Houston, TX",MD Anderson Cancer Center,1b3226c0da123e5c,Institute Research Scientist -Immuno-oncology,,51.6,250,29 days,2016-10-16 00:35:56.240193
510,"Houston, TX 77046 (Montrose area)",Rimkus Consulting Group,797504041c4e8245,Fire Investigator - Houston,,39.0,4,8 days,2016-10-16 00:35:56.240193
511,"Houston, TX",Cray,7caa318b1ce96b46,District Service Manager,,52.800003,3,30+ days,2016-10-16 00:35:56.240193
512,"Houston, TX",Strategic IT Staffing,6c3de95db39886c5,Senior DevOps Engineer,,55.800003,4,30+ days,2016-10-16 00:35:56.240193
513,"Houston, TX 77058 (Pasadena area)",Lubrizol Corporation,2394d768e6928ab3,Process Development Chemist,,44.4,19,30+ days,2016-10-16 00:35:56.240193
514,"Houston, TX",MD Anderson Cancer Center,eee4c2a231cefbf1,"Director, Oncology Early-Stage Clinical Development",,51.6,250,29 days,2016-10-16 00:35:56.240193
515,"Houston, TX",Walker Elliott,57a80509b4f3d41c,Software Engineer - Oracle,,,,30+ days,2016-10-16 00:35:56.240193
516,"Houston, TX",MD Anderson Cancer Center,1b3226c0da123e5c,Institute Research Scientist -Immuno-oncology,,51.6,250,29 days,2016-10-16 00:35:56.240193
517,"Houston, TX 77046 (Montrose area)",Rimkus Consulting Group,797504041c4e8245,Fire Investigator - Houston,,39.0,4,8 days,2016-10-16 00:35:56.240193
518,"Houston, TX",Cray,7caa318b1ce96b46,District Service Manager,,52.800003,3,30+ days,2016-10-16 00:35:56.240193
519,"Houston, TX",Strategic IT Staffing,6c3de95db39886c5,Senior DevOps Engineer,,55.800003,4,30+ days,2016-10-16 00:35:56.240193
520,"Houston, TX 77058 (Pasadena area)",Lubrizol Corporation,2394d768e6928ab3,Process Development Chemist,,44.4,19,30+ days,2016-10-16 00:35:56.240193
521,"Houston, TX",MD Anderson Cancer Center,eee4c2a231cefbf1,"Director, Oncology Early-Stage Clinical Development",,51.6,250,29 days,2016-10-16 00:35:56.240193
522,"Houston, TX",Walker Elliott,57a80509b4f3d41c,Software Engineer - Oracle,,,,30+ days,2016-10-16 00:35:56.240193
523,"Houston, TX",MD Anderson Cancer Center,1b3226c0da123e5c,Institute Research Scientist -Immuno-oncology,,51.6,250,29 days,2016-10-16 00:35:56.240193
524,"Houston, TX 77046 (Montrose area)",Rimkus Consulting Group,797504041c4e8245,Fire Investigator - Houston,,39.0,4,8 days,2016-10-16 00:35:56.240193
525,"Houston, TX",Cray,7caa318b1ce96b46,District Service Manager,,52.800003,3,30+ days,2016-10-16 00:35:56.240193
526,"Houston, TX",Strategic IT Staffing,6c3de95db39886c5,Senior DevOps Engineer,,55.800003,4,30+ days,2016-10-16 00:35:56.240193
