,location,company,jkid,title,salary,stars,reviews,post_date,pull_date
231,"Los Gatos, CA",Netflix Inc.,afa13f1e615dfb16,Senior Data Scientist - Streaming Experimentation and Modeli...,,43.8,239,8 days,2016-10-16 00:31:42.416696
232,"Mountain View, CA",Google,f65f1ea8957f454d,"Software Engineer (Machine Learning), Industry Solutions",,52.800003,1218,15 days,2016-10-16 00:31:42.416696
233,"Mountain View, CA",Google,37e2d056921f7f71,"Research Scientist, Machine Learning and Intelligence",,52.800003,1218,30+ days,2016-10-16 00:31:42.416696
234,"Santa Clara, CA",Ericsson,f9a7f42d7940d5c2,Machine Learning Engineer,,51.6,2680,30+ days,2016-10-16 00:31:42.416696
235,"San Jose, CA",eBay,3dc75e7bc69d04cd,Senior Applied Researcher/Data Scientist,,51.0,746,30+ days,2016-10-16 00:31:42.416696
236,"Mountain View, CA",Google,d79739fa4b326c49,"Data Scientist, Operations and Engineering",,52.800003,1218,30+ days,2016-10-16 00:31:42.416696
237,"San Carlos, CA",Farmers Business Network,41e9bb3fad97d733,Data Scientist,,,,30+ days,2016-10-16 00:31:42.416696
238,"Sunnyvale, CA",Yahoo! Inc.,fe9f2b147e74daba,Data Insights Manager - Search Analysis,,51.6,322,19 days,2016-10-16 00:31:42.416696
239,"San Jose, CA",Approgence Inc.,305173183adff340,Machine Learning Engineer (Full time),,,,30+ days,2016-10-16 00:31:42.416696
240,"Newark, CA 94560",Logitech,a26fa6f44e38bc00,S&OP Data Scientist,,51.6,52,30+ days,2016-10-16 00:31:42.416696
241,"Mountain View, CA",DataWalk,1462df296091861d,Data Scientist,$120 an hour,,,30+ days,2016-10-16 00:31:42.416696
242,"Santa Clara, CA 95054",Chegg,1be9780352b4b014,Senior Data Scientist,,40.8,26,30+ days,2016-10-16 00:31:42.416696
243,"Palo Alto, CA 94306 (Barron Park area)",Groupon,9b19f74d40ff072f,"Senior Data Scientist, Local Intelligence",,42.6,256,26 days,2016-10-16 00:31:42.416696
244,"San Jose, CA 95113 (Downtown area)",Jobspring Partners,8797535639aabe9b,Data Scientist with NLP experience,"$150,000 - $170,000 a year",40.8,12,4 days,2016-10-16 00:31:42.416696
245,"Sunnyvale, CA",Amazon Corporate LLC,3764a41d945bb360,"Applied Scientist, Alexa Artificial Intelligence",,43.2,9607,29 days,2016-10-16 00:31:42.416696
246,"Sunnyvale, CA",Yahoo! Inc.,fb13ad463264cf35,Research Scientist: Personalization Sciences,,51.6,322,30+ days,2016-10-16 00:31:42.416696
247,"Santa Clara Valley, CA",Apple,853ca032392bd3ee,Data Engineering Manager,,52.800003,2568,30+ days,2016-10-16 00:31:42.416696
248,"Mountain View, CA 94041",Coursera,98d93e2da82dd94e,"Data Scientist, Discovery",,55.199997,3,30+ days,2016-10-16 00:31:42.416696
249,"Redwood City, CA 94065",Electronic Arts,9296595360408653,"Sr. Data Scientist, Strategy",,44.4,253,30+ days,2016-10-16 00:31:42.416696
250,"Sunnyvale, CA",Walmart eCommerce,a4f8e4beb2a11d1b,Principal Data Scientist,,42.0,17,30+ days,2016-10-16 00:31:42.416696
251,"Palo Alto, CA 94303 (Duveneck-Saint Francis area)",Ford Motor Company,7ecf0f503f3be4dc,Automated Driving Research Scientist – Machine Learning,,52.800003,2190,10 days,2016-10-16 00:31:42.416696
252,"Palo Alto, CA",Carnegie Institution,254129a4176f3ea3,Computational quantitative genetics postdoc position,,,,30+ days,2016-10-16 00:31:42.416696
