Property Code,Check-In,Check-Out,Type,Confirmation Code,Nights,Amount,Host Fee,Cleaning Fee,Cleaning Flag,Cleaning_Rate,Use,Rent,Market,Area,Neighborhood,Address,Bedrooms,Floor,Seasonality,SqFoot
Fourbed,6-Feb-15,8-Feb-15,Reservation,ERHCWM,2,"$1,067.00",33,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,13-Feb-15,15-Feb-15,Reservation,R2E2YQ,2,"$1,183.00",37,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,16-Feb-15,18-Feb-15,Reservation,Q49K4D,2,"$1,067.00",33,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,20-Feb-15,22-Feb-15,Reservation,FZ32RR,2,"$1,212.00",38,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,22-Feb-15,25-Feb-15,Reservation,KP8SPN,3,"$1,528.00",47,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,27-Feb-15,1-Mar-15,Reservation,A33MTB,2,"$1,067.00",33,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,2-Mar-15,4-Mar-15,Reservation,8S8H9M,2,"$1,164.00",36,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,4-Mar-15,6-Mar-15,Reservation,34FPDN,2,"$1,358.00",42,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,6-Mar-15,8-Mar-15,Reservation,KJDSXF,2,"$1,358.00",42,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,9-Mar-15,12-Mar-15,Reservation,AX2ZTR,3,"$1,673.00",52,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,12-Mar-15,15-Mar-15,Reservation,M5W5TQ,3,"$1,528.00",47,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,15-Mar-15,20-Mar-15,Reservation,H4HSNZ,5,"$2,449.00",76,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,20-Mar-15,23-Mar-15,Reservation,Z3F9ZB,3,"$1,528.00",47,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,27-Mar-15,30-Mar-15,Reservation,YHP5TW,3,"$1,528.00",47,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,31-Mar-15,7-Apr-15,Reservation,84H3CY,7,"$4,365.00",135,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,7-Apr-15,9-Apr-15,Reservation,DF8MYB,2,"$2,084.00",64,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,9-Apr-15,12-Apr-15,Reservation,MBRM4D,3,"$3,041.00",94,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,13-Apr-15,17-Apr-15,Reservation,YC9NJZ,4,"$2,454.00",76,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,17-Apr-15,19-Apr-15,Reservation,WNJAXP,2,"$2,465.00",76,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,19-Apr-15,22-Apr-15,Reservation,3C9X3C,3,"$1,731.00",54,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,22-Apr-15,24-Apr-15,Reservation,STNWY5,2,"$1,356.00",42,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,24-Apr-15,26-Apr-15,Reservation,CM4B3T,2,"$2,076.00",64,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,26-Apr-15,29-Apr-15,Reservation,JNTR9E,3,"$1,877.00",58,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,1-May-15,3-May-15,Reservation,CDCA2S,2,"$2,270.00",70,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,4-May-15,9-May-15,Reservation,28QXD4,5,"$4,700.00",145,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,10-May-15,16-May-15,Reservation,XHCHYZ,6,"$6,227.00",193,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,15-May-15,17-May-15,Reservation,W3KFSK,2,"$1,066.00",70,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,15-May-15,17-May-15,Resolution Adjustment,W3KFSK,0,-$743.00,0,0,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,18-May-15,21-May-15,Reservation,K594FN,3,"$3,332.00",103,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,22-May-15,25-May-15,Reservation,88R3HC,3,"$4,302.00",133,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,26-May-15,28-May-15,Reservation,ZP3EC3,2,"$1,498.00",46,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,28-May-15,1-Jun-15,Reservation,WF25MJ,4,"$4,200.00",130,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,1-Jun-15,4-Jun-15,Reservation,HWTXM8,3,"$2,762.00",85,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,4-Jun-15,7-Jun-15,Reservation,T24MS8,3,"$3,344.00",103,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,7-Jun-15,10-Jun-15,Reservation,PM3M5T,3,"$3,041.00",94,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,10-Jun-15,14-Jun-15,Reservation,9QWQWM,4,"$4,589.00",142,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,14-Jun-15,16-Jun-15,Reservation,MW5WHA,2,"$1,502.00",46,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,17-Jun-15,24-Jun-15,Reservation,24ZNMQ,7,"$8,066.00",249,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,26-Jun-15,28-Jun-15,Reservation,YHX8AF,2,"$4,219.00",131,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,14-Jul-15,16-Jul-15,Reservation,XDYYAH,2,"$1,211.00",37,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,16-Jul-15,20-Jul-15,Reservation,592ECM,4,"$4,423.00",137,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,20-Jul-15,23-Jul-15,Reservation,9DWCHX,3,"$2,267.00",70,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,24-Jul-15,26-Jul-15,Reservation,ZPEZA5,2,"$2,142.00",66,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,27-Jul-15,29-Jul-15,Reservation,CASCSH,2,"$2,569.00",79,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,31-Jul-15,2-Aug-15,Reservation,WSENWR,2,"$2,084.00",64,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,3-Aug-15,11-Aug-15,Reservation,AA84ND,8,"$8,480.00",262,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,13-Aug-15,16-Aug-15,Reservation,A2CZ3J,3,"$3,392.00",105,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,16-Aug-15,19-Aug-15,Reservation,MNR2RK,3,"$2,180.00",67,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,19-Aug-15,23-Aug-15,Reservation,HS9QXR,4,"$4,150.00",125,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,3-Sep-15,7-Sep-15,Reservation,82N9KE,4,"$4,696.00",145,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,11-Sep-15,13-Sep-15,Reservation,ZCFDCR,2,"$3,636.00",112,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,13-Sep-15,18-Sep-15,Reservation,TCPFHC,5,"$5,941.00",184,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,18-Sep-15,20-Sep-15,Reservation,NT5FH5,2,"$2,821.00",87,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,20-Sep-15,23-Sep-15,Reservation,5PBYCC,3,"$3,344.00",103,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,23-Sep-15,2-Oct-15,Reservation,DD9NKZ,9,"$10,855.00",336,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,3-Oct-15,5-Oct-15,Reservation,P9M3NZ,2,"$2,714.00",84,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,6-Oct-15,8-Oct-15,Reservation,KNQMJW,2,"$1,405.00",43,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,9-Oct-15,15-Oct-15,Reservation,SDXE4Z,6,"$8,094.00",250,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,16-Oct-15,19-Oct-15,Reservation,349SCJ,3,"$4,071.00",126,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,19-Oct-15,20-Oct-15,Reservation,TDH5TJ,1,$775.00,24,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,20-Oct-15,24-Oct-15,Reservation,4TWEBW,4,"$4,219.00",131,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,24-Oct-15,25-Oct-15,Reservation,29QCBX,1,"$1,115.00",34,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,26-Oct-15,2-Nov-15,Adjustment,RTY9HQ,0,"-$2,339.00",0,0,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,26-Oct-15,2-Nov-15,Reservation,RTY9HQ,7,"$8,335.00",258,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,3-Nov-15,5-Nov-15,Reservation,RE8Z3R,2,"$1,696.00",52,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,5-Nov-15,8-Nov-15,Reservation,HZP8W8,3,"$3,101.00",96,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,9-Nov-15,11-Nov-15,Reservation,ZRFCXF,2,"$1,405.00",43,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,11-Nov-15,14-Nov-15,Reservation,M89ANX,3,"$1,792.00",55,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,14-Nov-15,15-Nov-15,Reservation,BY8R4N,1,$678.00,21,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,18-Nov-15,24-Nov-15,Reservation,SXB9TX,6,"$3,928.00",122,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,24-Nov-15,29-Nov-15,Reservation,352394,5,"$6,446.00",199,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,3-Dec-15,6-Dec-15,Reservation,EH4TBC,3,"$4,653.00",144,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,6-Dec-15,9-Dec-15,Reservation,D3KNRY,3,"$2,325.00",72,0,1,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,9-Dec-15,19-Dec-15,Reservation,R5BY9T,10,"$13,667.00",423,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,19-Dec-15,24-Dec-15,Reservation,2WQQ2Q,5,"$4,506.00",139,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
Fourbed,26-Dec-15,1-Jan-16,Reservation,Q8XW8F,6,"$7,609.00",235,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,High,0
DD-1BR,18-Dec-12,2-Jan-13,Reservation,MJW8DQ,15,"$4,049.00",125,0,1,75,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,14-Feb-13,17-Feb-13,Reservation,S5T2NE,3,"$1,018.00",32,75,0,75,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,27-Feb-13,15-Mar-13,Reservation,MQZHFJ,16,"$4,939.00",153,0,1,75,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,16-Mar-13,3-Apr-13,Reservation,SA2EZP,18,"$4,844.00",150,0,1,75,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,4-Apr-13,18-Apr-13,Reservation,FZH45C,14,"$3,984.00",123,0,1,75,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,20-Apr-13,27-Apr-13,Reservation,JRMPW9,7,"$2,198.00",68,75,0,75,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,27-Apr-13,4-May-13,Reservation,BFRTTW,7,"$2,368.00",73,0,1,75,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,4-May-13,10-May-13,Reservation,KE2AJ3,6,"$2,191.00",68,75,0,75,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,10-May-13,25-May-13,Reservation,XE429C,15,"$4,263.00",132,75,0,75,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,28-May-13,13-Jun-13,Reservation,N4RDSH,16,"$4,939.00",153,75,0,75,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,17-Jun-13,21-Jun-13,Reservation,MPBKAF,4,"$1,582.00",49,75,0,75,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,28-Jun-13,6-Jul-13,Reservation,ARFZN3,8,"$2,506.00",78,75,0,75,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,12-Jul-13,16-Jul-13,Reservation,FPZ8TQ,4,"$1,257.00",39,0,1,75,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,16-Jul-13,19-Jul-13,Reservation,5SMHRQ,3,$967.00,30,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,21-Jul-13,27-Jul-13,Reservation,SMFZ35,6,"$2,400.00",74,0,1,75,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,3-Aug-13,7-Aug-13,Reservation,X98QFY,4,"$1,529.00",47,0,1,75,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,15-Aug-13,17-Sep-13,Reservation,DTWE5K,33,"$8,103.00",259,75,0,75,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,17-Sep-13,24-Sep-13,Reservation,4BE3ZJ,7,"$2,453.00",76,0,1,75,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,24-Sep-13,27-Sep-13,Reservation,AB5WBM,3,"$1,171.00",36,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,28-Sep-13,5-Oct-13,Reservation,PY8FMP,7,"$2,372.00",73,75,0,75,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,6-Oct-13,11-Oct-13,Reservation,XQXJ33,5,"$1,887.00",58,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,11-Oct-13,1-Nov-13,Reservation,5QT4DK,21,"$6,460.00",200,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,2-Nov-13,9-Nov-13,Reservation,4BMZTH,7,"$2,453.00",76,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,18-Nov-13,24-Nov-13,Reservation,SP2WRR,6,"$1,798.00",56,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,25-Nov-13,29-Nov-13,Reservation,2K3A2R,4,"$1,558.00",48,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,2-Dec-13,14-Dec-13,Reservation,SMDHWA,12,"$4,136.00",128,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,15-Dec-13,18-Dec-13,Reservation,FQ2ASF,3,"$1,083.00",34,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,20-Dec-13,4-Jan-14,Reservation,B2SJKJ,15,"$5,514.00",171,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,21-Jan-14,24-Jan-14,Reservation,YNXYPC,3,$705.00,22,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,30-Jan-14,2-Feb-14,Reservation,TAE2YP,3,$860.00,27,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,12-Feb-14,16-Feb-14,Reservation,FEJH2S,4,$908.00,28,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,19-Feb-14,25-Feb-14,Reservation,EFTXCY,6,"$1,450.00",45,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,7-Mar-14,21-Mar-14,Reservation,C8Z34J,14,"$2,813.00",87,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,22-Mar-14,24-Mar-14,Reservation,YFNYZ2,2,$502.00,16,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,25-Mar-14,29-Mar-14,Reservation,5Z4CB5,4,"$1,412.00",44,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,4-Apr-14,9-Apr-14,Reservation,8Z9CQW,5,"$1,887.00",58,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,10-Apr-14,20-Apr-14,Reservation,3E3HDA,10,"$3,948.00",122,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,20-Apr-14,24-Apr-14,Reservation,53YEXR,4,"$1,412.00",44,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,24-Apr-14,28-Apr-14,Reservation,YYZBAP,4,"$1,509.00",47,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,30-Apr-14,4-May-14,Reservation,FPBTPK,4,"$1,412.00",44,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,5-May-14,7-May-14,Reservation,382KWJ,2,$755.00,23,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,8-May-14,12-May-14,Reservation,BHEFTC,4,"$1,412.00",44,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,13-May-14,18-May-14,Reservation,MJEKYJ,5,"$1,741.00",54,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,19-May-14,27-May-14,Reservation,2C95SZ,8,"$2,398.00",74,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,29-May-14,2-Jun-14,Reservation,ZSENPT,4,"$1,326.00",41,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,2-Jun-14,5-Jun-14,Reservation,HP2ZEA,3,"$1,083.00",34,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,6-Jun-14,11-Jun-14,Reservation,ESQKAN,5,"$1,644.00",51,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,14-Jun-14,18-Jun-14,Reservation,NDMZB5,4,"$1,315.00",41,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,19-Jun-14,23-Jun-14,Reservation,8ZNEDM,4,"$1,509.00",47,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,23-Jun-14,29-Jun-14,Reservation,E8TQJQ,6,"$2,215.00",69,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,9-Jul-14,12-Jul-14,Reservation,ME3BQT,3,"$1,171.00",36,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,12-Jul-14,14-Jul-14,Reservation,34R8XR,2,$813.00,25,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,19-Jul-14,24-Jul-14,Reservation,Z493BM,5,"$1,935.00",60,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,24-Jul-14,31-Jul-14,Reservation,WA5FZJ,7,"$2,574.00",80,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,2-Aug-14,9-Aug-14,Reservation,CETS3D,7,"$2,477.00",77,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,9-Aug-14,11-Aug-14,Reservation,X99R4R,2,$745.00,23,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,11-Aug-14,15-Aug-14,Reservation,EZ9CX5,4,"$1,509.00",47,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,15-Aug-14,20-Aug-14,Reservation,9TTNHM,5,"$1,862.00",58,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,20-Aug-14,29-Aug-14,Reservation,XQD3SK,9,"$3,126.00",97,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,29-Aug-14,31-Aug-14,Reservation,XWCPTZ,2,$658.00,20,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,3-Sep-14,9-Sep-14,Reservation,FMWX5R,6,"$2,143.00",66,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,11-Sep-14,16-Sep-14,Reservation,8KTQAH,5,"$2,129.00",66,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,16-Sep-14,24-Sep-14,Reservation,ST2TR3,8,"$2,790.00",86,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,25-Sep-14,2-Oct-14,Reservation,WEY4RX,7,"$2,405.00",74,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,4-Oct-14,11-Oct-14,Reservation,SPYF5P,7,"$2,647.00",82,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,11-Oct-14,13-Oct-14,Reservation,TYXZ3K,2,$910.00,28,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,13-Oct-14,3-Nov-14,Reservation,XTMFBR,21,"$7,165.00",222,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,3-Nov-14,10-Nov-14,Reservation,E8H3Z8,7,"$2,453.00",76,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,13-Nov-14,17-Nov-14,Reservation,D8NSFF,4,"$1,529.00",47,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,22-Nov-14,25-Nov-14,Reservation,NFP3CR,3,"$1,244.00",38,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,25-Nov-14,6-Dec-14,Reservation,RBCN2F,11,"$3,702.00",115,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,6-Dec-14,9-Dec-14,Reservation,XRQ3F9,3,"$1,171.00",36,85,0,85,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,10-Dec-14,14-Dec-14,Reservation,2WMWME,4,"$1,529.00",47,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,19-Dec-14,27-Dec-14,Reservation,3A3TSJ,8,"$3,178.00",98,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,27-Dec-14,3-Jan-15,Reservation,MD83AF,7,"$2,623.00",81,100,0,100,1,,New York,Lower Manhattan,,,1,#N/A,High,#N/A
DD-1BR,7-Jan-15,13-Jan-15,Reservation,P5384P,6,"$1,101.00",34,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,13-Jan-15,16-Jan-15,Adjustment,2WASQH,0,-$170.00,0,0,0,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,13-Jan-15,16-Jan-15,Reservation,2WASQH,3,$874.00,22,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,25-Jan-15,9-Feb-15,Reservation,TC4Y4E,15,"$2,978.00",92,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,10-Feb-15,15-Feb-15,Reservation,QHAHXQ,5,"$1,125.00",35,85,0,85,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,15-Feb-15,19-Feb-15,Reservation,A8ZBQM,4,$939.00,29,0,1,100,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
DD-1BR,19-Feb-15,26-Feb-15,Reservation,FWWAEB,7,"$1,434.00",44,85,0,85,1,,New York,Lower Manhattan,,,1,#N/A,Low,#N/A
