Property Code,Check-In,Check-Out,Type,Confirmation Code,Nights,Amount,Host Fee,Cleaning Fee,Cleaning Flag,Cleaning_Rate,Use,Rent,Market,Area,Neighborhood,Address,Bedrooms,Floor,Seasonality,SqFoot
NY018,19-Feb-16,21-Feb-16,Reservation,HPHSMZ,2,$949.00,29,180,0,180,1,5600,New York,Lower Manhattan,Chelsea,"544 6th Ave, Apt. 2",4,2,Low,1500
NY018,21-Feb-16,26-Feb-16,Reservation,X4R49B,5,"$2,061.00",64,180,0,180,1,5600,New York,Lower Manhattan,Chelsea,"544 6th Ave, Apt. 2",4,2,Low,1500
NY019,1-Feb-16,12-Feb-16,Reservation,YBBZSX,11,"$1,784.00",55,0,0,100,1,3600,New York,Midtown East,Midtown East,255 East 50th Street 4B,1,4,Low,550
NY019,13-Feb-16,18-Feb-16,Reservation,JX4NBA,5,"$1,208.00",37,100,0,100,1,3600,New York,Midtown East,Midtown East,255 East 50th Street 4B,1,4,Low,550
NY019,18-Feb-16,22-Feb-16,Reservation,9DCJ4Z,4,$636.00,20,100,0,100,1,3600,New York,Midtown East,Midtown East,255 East 50th Street 4B,1,4,Low,550
NY019,22-Feb-16,26-Feb-16,Reservation,ZJJC8Y,4,$675.00,21,100,0,100,1,3600,New York,Midtown East,Midtown East,255 East 50th Street 4B,1,4,Low,550
NY020,26-Feb-16,28-Feb-16,Reservation,2D9FNM,2,$232.00,7,41,0,100,1,2975,New York,Midtown East,Midtown East,645 2nd Avenue #5,1,4,Low,600
NY053,29-Jan-16,7-Feb-16,Reservation,455XEE,9,$193.00,6,0,0,150,1,6400,New York,Lower Manhattan,SoHo,57 Grand St #3,3,3,Low,900
NY053,7-Feb-16,8-Feb-16,Reservation,YW38YY,1,$339.00,10,150,0,150,1,6400,New York,Lower Manhattan,SoHo,57 Grand St #3,3,3,Low,900
NY053,10-Feb-16,11-Feb-16,Reservation,SJ8MJE,1,$339.00,10,150,0,150,1,6400,New York,Lower Manhattan,SoHo,57 Grand St #3,3,3,Low,900
NY053,12-Feb-16,14-Feb-16,Reservation,Q53CNB,2,$920.00,28,150,0,150,1,6400,New York,Lower Manhattan,SoHo,57 Grand St #3,3,3,Low,900
NY053,16-Feb-16,18-Feb-16,Reservation,5M2D2S,2,$920.00,28,150,0,150,1,6400,New York,Lower Manhattan,SoHo,57 Grand St #3,3,3,Low,900
NY053,19-Feb-16,21-Feb-16,Reservation,QB44KH,2,$920.00,28,150,0,150,1,6400,New York,Lower Manhattan,SoHo,57 Grand St #3,3,3,Low,900
NY053,22-Feb-16,23-Feb-16,Reservation,QSX9AW,1,$339.00,10,150,0,150,1,6400,New York,Lower Manhattan,SoHo,57 Grand St #3,3,3,Low,900
NY053,23-Feb-16,26-Feb-16,Reservation,84FWKC,3,$725.00,22,150,0,150,1,6400,New York,Lower Manhattan,SoHo,57 Grand St #3,3,3,Low,900
NY056,7-Feb-16,12-Feb-16,Reservation,ADA4T5,5,$674.00,21,100,0,100,1,3200,New York,Lower Manhattan,SoHo,20-22 Prince St #25,1,2,Low,550
NY056,12-Feb-16,15-Feb-16,Reservation,T8XF2S,3,$511.00,16,0,0,100,1,3200,New York,Lower Manhattan,SoHo,20-22 Prince St #25,1,2,Low,550
NY056,18-Feb-16,23-Feb-16,Reservation,J5SCA2,5,$810.00,25,0,0,100,1,3200,New York,Lower Manhattan,SoHo,20-22 Prince St #25,1,2,Low,550
NY056,23-Feb-16,26-Feb-16,Reservation,C95DTS,3,$472.00,15,100,0,100,1,3200,New York,Lower Manhattan,SoHo,20-22 Prince St #25,1,2,Low,550
NY056,26-Feb-16,4-Mar-16,Reservation,54NM4E,7,"$1,138.00",35,100,0,100,1,3200,New York,Lower Manhattan,SoHo,20-22 Prince St #25,1,2,Low,550
NY057,31-Jan-16,7-Feb-16,Reservation,3T8MB4,7,$876.00,27,110,0,110,1,2700,New York,Lower Manhattan,West Village,218 W 10th St Unit 2G,0,2,Low,600
NY057,7-Feb-16,12-Feb-16,Reservation,P9ZYK2,5,$679.00,21,0,0,110,1,2700,New York,Lower Manhattan,West Village,218 W 10th St Unit 2G,0,2,Low,600
NY057,12-Feb-16,14-Feb-16,Reservation,DQN8SC,2,$336.00,10,110,0,110,1,2700,New York,Lower Manhattan,West Village,218 W 10th St Unit 2G,0,2,Low,600
NY060,31-Jan-16,6-Feb-16,Reservation,HTKC4P,6,$833.00,26,0,0,110,1,3495,New York,Lower Manhattan,West Village,560 Hudson St,1,1,Low,550
NY060,13-Feb-16,16-Feb-16,Reservation,PAP835,3,$603.00,19,125,0,110,1,3495,New York,Lower Manhattan,West Village,560 Hudson St,1,1,Low,550
NY060,13-Feb-16,16-Feb-16,Resolution Adjustment,PAP835,0,-$600.00,0,0,0,110,1,3495,New York,Lower Manhattan,West Village,560 Hudson St,1,1,Low,550
NY060,16-Feb-16,19-Feb-16,Reservation,WBERCA,3,$613.00,19,125,0,110,1,3495,New York,Lower Manhattan,West Village,560 Hudson St,1,1,Low,550
NY060,21-Feb-16,26-Feb-16,Reservation,EJ4QZP,5,$795.00,25,125,0,110,1,3495,New York,Lower Manhattan,West Village,560 Hudson St,1,1,Low,550
NY060,26-Feb-16,29-Feb-16,Reservation,Y9B2PZ,3,$506.00,16,125,0,110,1,3495,New York,Lower Manhattan,West Village,560 Hudson St,1,1,Low,550
NY061,8-Feb-16,12-Feb-16,Reservation,DQRDHD,4,$976.00,30,140,0,140,1,3500,New York,Lower Manhattan,SoHo,107 Thompson St #GN (Ground Floor),2,1,Low,650
NY061,13-Feb-16,19-Feb-16,Reservation,BMZSM4,6,"$1,633.00",51,140,0,140,1,3500,New York,Lower Manhattan,SoHo,107 Thompson St #GN (Ground Floor),2,1,Low,650
NY061,20-Feb-16,27-Feb-16,Reservation,JRRWRT,7,"$1,312.00",41,140,0,140,1,3500,New York,Lower Manhattan,SoHo,107 Thompson St #GN (Ground Floor),2,1,Low,650
NY063,3-Feb-16,5-Feb-16,Reservation,EKNFMM,2,$299.00,9,110,0,110,1,3750,New York,Lower Manhattan,West Village,53 Leroy St. Unit 1B,1,0,Low,550
NY063,5-Feb-16,12-Feb-16,Reservation,JPCZYB,7,$954.00,29,110,0,110,1,3750,New York,Lower Manhattan,West Village,53 Leroy St. Unit 1B,1,0,Low,550
NY063,12-Feb-16,15-Feb-16,Reservation,NQB9PN,3,$715.00,22,110,0,110,1,3750,New York,Lower Manhattan,West Village,53 Leroy St. Unit 1B,1,0,Low,550
NY063,15-Feb-16,19-Feb-16,Reservation,HBQH2J,4,$568.00,18,110,0,110,1,3750,New York,Lower Manhattan,West Village,53 Leroy St. Unit 1B,1,0,Low,550
NY063,21-Feb-16,24-Feb-16,Reservation,WFD4ZN,3,$433.00,13,0,0,110,1,3750,New York,Lower Manhattan,West Village,53 Leroy St. Unit 1B,1,0,Low,550
NY063,25-Feb-16,27-Feb-16,Reservation,5ZKK85,2,$396.00,12,110,0,110,1,3750,New York,Lower Manhattan,West Village,53 Leroy St. Unit 1B,1,0,Low,550
NY039,19-Feb-16,21-Feb-16,Reservation,KSCTYZ,2,$823.00,25,150,0,150,1,4100,New York,Midtown West,Midtown West,474 9th Ave #2B,3,2,Low,950
NY073,13-Feb-16,15-Feb-16,Reservation,Y2HTPD,2,$823.00,25,150,0,150,1,9300,New York,Lower Manhattan,Flatiron,46 West 22nd #4,3,3,Low,1600
NY073,16-Feb-16,18-Feb-16,Reservation,PHRM5N,2,$823.00,25,150,0,150,1,9300,New York,Lower Manhattan,Flatiron,46 West 22nd #4,3,3,Low,1600
NY073,18-Feb-16,20-Feb-16,Reservation,MZF2N5,2,"$1,308.00",40,150,0,150,1,9300,New York,Lower Manhattan,Flatiron,46 West 22nd #4,3,3,Low,1600
NY073,20-Feb-16,26-Feb-16,Reservation,T5NJRJ,6,"$2,322.00",72,150,0,150,1,9300,New York,Lower Manhattan,Flatiron,46 West 22nd #4,3,3,Low,1600
NY034,12-Feb-16,16-Feb-16,Reservation,4NN4MD,4,$869.00,27,100,0,100,1,3000,New York,Midtown West,Midtown West,488 7th Ave. #9C,1,9,Low,600
NY034,22-Feb-16,24-Feb-16,Reservation,JDBXTK,2,$347.00,11,100,0,100,1,3000,New York,Midtown West,Midtown West,488 7th Ave. #9C,1,9,Low,600
NY036,8-Feb-16,13-Feb-16,Reservation,PQR8BJ,5,"$2,027.00",68,200,0,200,1,8000,New York,Upper West Side,Upper West Side,163 W. 80th St. #5,3,5,Low,1402
NY036,22-Feb-16,27-Feb-16,Reservation,HMNAA9,5,"$1,534.00",51,200,0,200,1,8000,New York,Upper West Side,Upper West Side,163 W. 80th St. #5,3,5,Low,1402
NY036,27-Feb-16,28-Feb-16,Reservation,Y24ZTK,1,$242.00,8,0,0,200,1,8000,New York,Upper West Side,Upper West Side,163 W. 80th St. #5,3,5,Low,1402
NY035,30-Jan-16,6-Feb-16,Reservation,3BX8DX,7,$155.00,5,0,0,100,1,4450,New York,Midtown West,Midtown West,488 7th Ave. #8G,1,8,Low,700
NY043,13-Feb-16,15-Feb-16,Reservation,D9F28Z,2,$328.00,10,0,0,100,1,4150,New York,Harlem,East Harlem,351 East 117th #1,3,2,Low,950
NY072,13-Feb-16,15-Feb-16,Reservation,Q9T35S,2,$604.00,19,125,0,125,1,2350,New York,Lower Manhattan,Chelsea,393 8th Ave #4N,2,4,Low,900
NY072,18-Feb-16,20-Feb-16,Reservation,S4NRFW,2,$536.00,17,125,0,125,1,2350,New York,Lower Manhattan,Chelsea,393 8th Ave #4N,2,4,Low,900
NY072,21-Feb-16,25-Feb-16,Reservation,ZN428Q,4,"$3,002.00",25,0,0,125,1,2350,New York,Lower Manhattan,Chelsea,393 8th Ave #4N,2,4,Low,900
NY044,19-Feb-16,21-Feb-16,Reservation,NJ9DX8,2,$405.00,13,100,0,100,1,0,New York,Harlem,East Harlem,351 E. 117th #2,3,2,Low,950
NY047,25-Feb-16,26-Feb-16,Reservation,PMRBCJ,1,$339.00,10,150,0,150,1,0,New York,Midtown West,Midtown West,356 West 37th Street #4,3,4,Low,0
NY074,31-Jan-16,3-Feb-16,Reservation,99EBHE,3,"$1,307.00",40,150,0,200,1,6831,New York,Lower Manhattan,Chelsea,177 West 26th #401,4,4,Low,950
NY074,3-Feb-16,5-Feb-16,Reservation,JJ2AST,2,$920.00,28,150,0,200,1,6831,New York,Lower Manhattan,Chelsea,177 West 26th #401,4,4,Low,950
NY074,5-Feb-16,7-Feb-16,Reservation,AESQDD,2,"$1,211.00",37,150,0,200,1,6831,New York,Lower Manhattan,Chelsea,177 West 26th #401,4,4,Low,950
NY074,11-Feb-16,19-Feb-16,Reservation,3PWSC2,8,"$5,327.00",0,0,1,200,1,6831,New York,Lower Manhattan,Chelsea,177 West 26th #401,4,4,Low,950
NY074,20-Feb-16,27-Feb-16,Reservation,K3BDFZ,7,"$2,745.00",85,105,0,200,1,6831,New York,Lower Manhattan,Chelsea,177 West 26th #401,4,4,Low,950
Fourbed,4-Mar-16,6-Mar-16,Reservation,34YSWW,2,"$2,084.00",64,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,9-Mar-16,14-Mar-16,Reservation,BZA958,5,"$3,584.00",111,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
Fourbed,17-Mar-16,21-Mar-16,Reservation,2ZEHW8,4,"$3,925.00",121,150,0,150,1,7800,New York,Lower Manhattan,West Village,448 W 19th St PHA,4,7,Low,0
NY001,3-Mar-16,6-Mar-16,Reservation,K2HJNS,3,$860.00,27,150,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,11-Mar-16,13-Mar-16,Reservation,SM5AP5,2,$823.00,25,150,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,13-Mar-16,18-Mar-16,Reservation,QJHCZC,5,"$1,838.00",57,150,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,21-Mar-16,1-Apr-16,Reservation,EKPH5N,11,"$4,160.00",129,150,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,18-Mar-16,20-Mar-16,Reservation,ZR2T8C,2,"$1,308.00",40,150,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,7-Mar-16,11-Mar-16,Reservation,K3TFTN,4,"$1,112.00",34,150,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY001,1-Mar-16,3-Mar-16,Reservation,E44C3X,2,$473.00,15,150,0,150,1,6200,New York,Lower Manhattan,SoHo,57 Grand St #4,3,4,Low,800
NY002,29-Feb-16,4-Mar-16,Reservation,5TF5JT,4,"$1,917.00",59,180,0,180,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,Low,1500
NY002,4-Mar-16,6-Mar-16,Reservation,8NDNB9,2,"$1,434.00",44,180,0,180,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,Low,1500
NY002,11-Mar-16,13-Mar-16,Reservation,DQYXFX,2,"$1,919.00",59,180,0,180,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,Low,1500
NY002,13-Mar-16,17-Mar-16,Reservation,8YNA9R,4,"$1,606.00",50,180,0,180,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,Low,1500
NY002,17-Mar-16,20-Mar-16,Reservation,A5ZA8K,3,"$2,694.00",83,0,0,180,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,Low,1500
NY002,20-Mar-16,22-Mar-16,Reservation,XR94T4,2,$658.00,20,180,0,180,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,Low,1500
NY002,24-Mar-16,29-Mar-16,Reservation,H2J8RD,5,"$4,244.00",131,180,0,180,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,Low,1500
NY002,29-Mar-16,1-Apr-16,Reservation,YJ88TJ,3,"$1,248.00",39,180,0,180,1,7600,New York,Lower Manhattan,SoHo,57 Grand #2,4,2,Low,1500
NY005,29-Feb-16,2-Mar-16,Reservation,FBD4X8,2,$299.00,9,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,3-Mar-16,6-Mar-16,Reservation,JE3EF3,3,$500.00,15,0,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,13-Mar-16,17-Mar-16,Reservation,BPXCRZ,4,$530.00,16,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,17-Mar-16,19-Mar-16,Reservation,PWEP5A,2,$318.00,10,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,28-Mar-16,31-Mar-16,Reservation,ND3FCF,3,$540.00,17,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,25-Mar-16,28-Mar-16,Reservation,JECFKC,3,$636.00,20,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,19-Mar-16,25-Mar-16,Reservation,5AE3JQ,6,$925.00,29,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY005,6-Mar-16,12-Mar-16,Reservation,TNYSDF,6,$867.00,27,110,0,110,1,2619,New York,Lower Manhattan,Chelsea,239 9th Ave #4C,0,5,Low,500
NY007,29-Feb-16,3-Mar-16,Reservation,MX3J83,3,$613.00,19,125,0,125,1,6500,New York,Lower Manhattan,West Village,102 Christopher St #2D,2,2,Low,800
NY007,10-Mar-16,17-Mar-16,Reservation,9SJKJ8,7,"$2,345.00",73,125,0,125,1,6500,New York,Lower Manhattan,West Village,102 Christopher St #2D,2,2,Low,800
NY007,20-Mar-16,24-Mar-16,Reservation,T5EX2S,4,"$1,091.00",34,0,0,125,1,6500,New York,Lower Manhattan,West Village,102 Christopher St #2D,2,2,Low,800
NY007,28-Mar-16,1-Apr-16,Reservation,DHHQB3,4,"$1,049.00",32,125,0,125,1,6500,New York,Lower Manhattan,West Village,102 Christopher St #2D,2,2,Low,800
NY007,25-Mar-16,28-Mar-16,Reservation,S2THFP,3,"$1,476.00",46,125,0,125,1,6500,New York,Lower Manhattan,West Village,102 Christopher St #2D,2,2,Low,800
NY007,18-Mar-16,20-Mar-16,Reservation,SH2N2T,2,$798.00,25,125,0,125,1,6500,New York,Lower Manhattan,West Village,102 Christopher St #2D,2,2,Low,800
NY008,17-Mar-16,20-Mar-16,Reservation,APYJK5,3,"$1,224.00",38,125,0,125,1,6400,New York,Lower Manhattan,West Village,102 Christopher St #3D,2,3,Low,800
NY008,20-Mar-16,23-Mar-16,Reservation,5KS8X2,3,"$1,108.00",34,125,0,125,1,6400,New York,Lower Manhattan,West Village,102 Christopher St #3D,2,3,Low,800
NY008,23-Mar-16,25-Mar-16,Reservation,9B3525,2,$604.00,19,125,0,125,1,6400,New York,Lower Manhattan,West Village,102 Christopher St #3D,2,3,Low,800
NY008,25-Mar-16,3-Apr-16,Reservation,RD23XP,9,"$1,859.00",57,125,0,125,1,6400,New York,Lower Manhattan,West Village,102 Christopher St #3D,2,3,Low,800
NY008,15-Mar-16,16-Mar-16,Reservation,RYCP9A,1,$324.00,10,125,0,125,1,6400,New York,Lower Manhattan,West Village,102 Christopher St #3D,2,3,Low,800
NY008,1-Mar-16,11-Mar-16,Reservation,8TJBHJ,10,"$2,973.00",92,125,0,125,1,6400,New York,Lower Manhattan,West Village,102 Christopher St #3D,2,3,Low,800
NY009,10-Mar-16,14-Mar-16,Reservation,EB2WYE,4,"$1,005.00",31,150,0,150,1,4195,New York,Midtown West,Midtown West,437 W 53rd St #4A,3,4,Low,900
NY009,14-Mar-16,15-Mar-16,Reservation,NZJF88,1,$339.00,10,150,0,150,1,4195,New York,Midtown West,Midtown West,437 W 53rd St #4A,3,4,Low,900
NY009,27-Mar-16,29-Mar-16,Reservation,FH2QS5,2,$726.00,22,150,0,150,1,4195,New York,Midtown West,Midtown West,437 W 53rd St #4A,3,4,Low,900
NY009,16-Mar-16,19-Mar-16,Reservation,C58A5A,3,"$1,016.00",31,150,0,150,1,4195,New York,Midtown West,Midtown West,437 W 53rd St #4A,3,4,Low,900
NY009,19-Mar-16,26-Mar-16,Reservation,HZ43WW,7,"$2,903.00",90,150,0,150,1,4195,New York,Midtown West,Midtown West,437 W 53rd St #4A,3,4,Low,900
NY009,1-Mar-16,5-Mar-16,Reservation,4T3SR5,4,"$1,199.00",37,140,0,150,1,4195,New York,Midtown West,Midtown West,437 W 53rd St #4A,3,4,Low,900
NY011,4-Mar-16,10-Mar-16,Reservation,ED8AW3,6,"$1,768.00",55,0,0,125,1,4000,New York,Midtown West,Midtown West,326 w47th street 1B,2,0,Low,750
NY011,23-Mar-16,24-Mar-16,Reservation,2XBN9N,1,$339.00,10,0,0,125,1,4000,New York,Midtown West,Midtown West,326 w47th street 1B,2,0,Low,750
NY011,24-Mar-16,28-Mar-16,Reservation,SKBH9K,4,"$1,378.00",43,125,0,125,1,4000,New York,Midtown West,Midtown West,326 w47th street 1B,2,0,Low,750
NY011,28-Mar-16,1-Apr-16,Reservation,XPXH4H,4,"$1,087.00",34,125,0,125,1,4000,New York,Midtown West,Midtown West,326 w47th street 1B,2,0,Low,750
NY011,18-Mar-16,23-Mar-16,Reservation,CSKPJW,5,"$1,668.00",52,125,0,125,1,4000,New York,Midtown West,Midtown West,326 w47th street 1B,2,0,Low,750
NY015,3-Mar-16,6-Mar-16,Reservation,EQWSHS,3,"$1,598.00",49,150,0,150,1,8900,New York,Lower Manhattan,West Village,102 Christopher St #1A,3,0,Low,1100
NY015,12-Mar-16,16-Mar-16,Reservation,DJR5FT,4,"$1,985.00",61,150,0,150,1,8900,New York,Lower Manhattan,West Village,102 Christopher St #1A,3,0,Low,1100
NY015,23-Mar-16,3-Apr-16,Reservation,8YCPH9,11,"$5,518.00",171,150,0,150,1,8900,New York,Lower Manhattan,West Village,102 Christopher St #1A,3,0,Low,1100
NY015,19-Mar-16,23-Mar-16,Reservation,5Z8DAT,4,"$1,839.00",57,150,0,150,1,8900,New York,Lower Manhattan,West Village,102 Christopher St #1A,3,0,Low,1100
NY015,1-Mar-16,3-Mar-16,Reservation,ZDTA3Q,2,$764.00,24,150,0,150,1,8900,New York,Lower Manhattan,West Village,102 Christopher St #1A,3,0,Low,1100
NY016,10-Mar-16,18-Mar-16,Reservation,XM5CDW,8,"$3,247.00",100,155,0,250,1,8000,New York,Midtown West,Midtown West,326 w47th street 1A + 1B,4,0,Low,1500
NY018,2-Mar-16,3-Mar-16,Reservation,ADDTPC,1,$465.00,14,180,0,180,1,5600,New York,Lower Manhattan,Chelsea,"544 6th Ave, Apt. 2",4,2,Low,1500
NY018,9-Mar-16,11-Mar-16,Reservation,RDHTDF,2,$813.00,25,180,0,180,1,5600,New York,Lower Manhattan,Chelsea,"544 6th Ave, Apt. 2",4,2,Low,1500
NY018,11-Mar-16,13-Mar-16,Reservation,5BMMS2,2,"$1,531.00",47,180,0,180,1,5600,New York,Lower Manhattan,Chelsea,"544 6th Ave, Apt. 2",4,2,Low,1500
NY018,13-Mar-16,16-Mar-16,Reservation,DZKQY5,3,$754.00,23,180,0,180,1,5600,New York,Lower Manhattan,Chelsea,"544 6th Ave, Apt. 2",4,2,Low,1500
NY018,17-Mar-16,25-Mar-16,Reservation,N9YPHT,8,"$4,144.00",128,180,0,180,1,5600,New York,Lower Manhattan,Chelsea,"544 6th Ave, Apt. 2",4,2,Low,1500
NY018,25-Mar-16,29-Mar-16,Reservation,YKEKNT,4,"$2,402.00",74,180,0,180,1,5600,New York,Lower Manhattan,Chelsea,"544 6th Ave, Apt. 2",4,2,Low,1500
NY018,16-Mar-16,17-Mar-16,Reservation,ZWK3BB,1,$610.00,19,180,0,180,1,5600,New York,Lower Manhattan,Chelsea,"544 6th Ave, Apt. 2",4,2,Low,1500
NY019,2-Mar-16,13-Mar-16,Reservation,XPZ2BF,11,"$2,094.00",65,100,0,100,1,3600,New York,Midtown East,Midtown East,255 East 50th Street 4B,1,4,Low,550
NY019,14-Mar-16,19-Mar-16,Reservation,PWTNRW,5,"$1,043.00",32,100,0,100,1,3600,New York,Midtown East,Midtown East,255 East 50th Street 4B,1,4,Low,550
NY019,24-Mar-16,1-Apr-16,Reservation,93WM48,8,"$1,408.00",44,100,0,100,1,3600,New York,Midtown East,Midtown East,255 East 50th Street 4B,1,4,Low,550
NY019,19-Mar-16,23-Mar-16,Reservation,MNKETD,4,$830.00,26,100,0,100,1,3600,New York,Midtown East,Midtown East,255 East 50th Street 4B,1,4,Low,550
NY022,15-Mar-16,20-Mar-16,Reservation,K2SAND,5,"$1,043.00",32,100,0,100,1,4295,New York,Lower Manhattan,West Village,350 w 21st #1,1,0,Low,490
NY053,7-Feb-16,8-Feb-16,Resolution Payout,YW38YY,0,$100.00,0,0,0,150,1,6400,New York,Lower Manhattan,SoHo,57 Grand St #3,3,3,Low,900
NY053,2-Mar-16,5-Mar-16,Reservation,E3MQKN,3,"$1,016.00",31,150,0,150,1,6400,New York,Lower Manhattan,SoHo,57 Grand St #3,3,3,Low,900
NY053,14-Mar-16,16-Mar-16,Reservation,Y5S9RJ,2,$667.00,21,150,0,150,1,6400,New York,Lower Manhattan,SoHo,57 Grand St #3,3,3,Low,900
NY053,27-Mar-16,1-Apr-16,Reservation,RYCSNH,5,"$1,741.00",54,0,0,150,1,6400,New York,Lower Manhattan,SoHo,57 Grand St #3,3,3,Low,900
NY053,19-Mar-16,26-Mar-16,Reservation,F4NPH5,7,"$2,806.00",87,150,0,150,1,6400,New York,Lower Manhattan,SoHo,57 Grand St #3,3,3,Low,900
NY053,7-Mar-16,14-Mar-16,Reservation,FCYPWD,7,"$2,088.00",65,150,0,150,1,6400,New York,Lower Manhattan,SoHo,57 Grand St #3,3,3,Low,900
NY056,4-Mar-16,9-Mar-16,Reservation,WRXY54,5,$917.00,28,100,0,100,1,3200,New York,Lower Manhattan,SoHo,20-22 Prince St #25,1,2,Low,550
NY056,12-Mar-16,18-Mar-16,Reservation,A4D8QM,6,"$1,051.00",33,100,0,100,1,3200,New York,Lower Manhattan,SoHo,20-22 Prince St #25,1,2,Low,550
NY056,21-Mar-16,27-Mar-16,Reservation,9RZF2C,6,"$1,197.00",37,100,0,100,1,3200,New York,Lower Manhattan,SoHo,20-22 Prince St #25,1,2,Low,550
NY056,18-Mar-16,21-Mar-16,Reservation,P9QC9C,3,$676.00,21,100,0,100,1,3200,New York,Lower Manhattan,SoHo,20-22 Prince St #25,1,2,Low,550
NY057,19-Mar-16,26-Mar-16,Reservation,5PBH2E,7,"$1,167.00",36,0,0,110,1,2700,New York,Lower Manhattan,West Village,218 W 10th St Unit 2G,0,2,Low,600
NY060,29-Feb-16,6-Mar-16,Reservation,3BHKHY,6,$930.00,29,125,0,110,1,3495,New York,Lower Manhattan,West Village,560 Hudson St,1,1,Low,550
NY060,9-Mar-16,13-Mar-16,Reservation,8R4J2X,4,$971.00,30,125,0,110,1,3495,New York,Lower Manhattan,West Village,560 Hudson St,1,1,Low,550
NY060,14-Mar-16,17-Mar-16,Reservation,W2T55T,3,$613.00,19,125,0,110,1,3495,New York,Lower Manhattan,West Village,560 Hudson St,1,1,Low,550
NY060,17-Mar-16,19-Mar-16,Reservation,MXSWB5,2,$449.00,14,125,0,110,1,3495,New York,Lower Manhattan,West Village,560 Hudson St,1,1,Low,550
NY060,28-Mar-16,3-Apr-16,Reservation,YKCMAE,6,"$1,181.00",37,125,0,110,1,3495,New York,Lower Manhattan,West Village,560 Hudson St,1,1,Low,550
NY060,25-Mar-16,28-Mar-16,Reservation,X8EY8M,3,$700.00,22,125,0,110,1,3495,New York,Lower Manhattan,West Village,560 Hudson St,1,1,Low,550
NY060,19-Mar-16,25-Mar-16,Reservation,PDW3CY,6,"$1,241.00",38,125,0,110,1,3495,New York,Lower Manhattan,West Village,560 Hudson St,1,1,Low,550
NY060,1-Mar-16,6-Mar-16,Reservation,PZPMZH,5,$396.00,12,54,0,110,0,3495,New York,Lower Manhattan,West Village,560 Hudson St,1,1,Low,550
NY061,12-Mar-16,19-Mar-16,Reservation,S8K2Y2,7,"$1,943.00",60,140,0,140,1,3500,New York,Lower Manhattan,SoHo,107 Thompson St #GN (Ground Floor),2,1,Low,650
NY061,21-Mar-16,22-Mar-16,Reservation,N5TRMS,1,$348.00,11,140,0,140,1,3500,New York,Lower Manhattan,SoHo,107 Thompson St #GN (Ground Floor),2,1,Low,650
NY061,23-Mar-16,1-Apr-16,Reservation,A9CTPR,9,"$2,755.00",85,0,0,140,1,3500,New York,Lower Manhattan,SoHo,107 Thompson St #GN (Ground Floor),2,1,Low,650
NY061,19-Mar-16,21-Mar-16,Reservation,AWTQTA,2,$784.00,24,140,0,140,1,3500,New York,Lower Manhattan,SoHo,107 Thompson St #GN (Ground Floor),2,1,Low,650
NY063,29-Feb-16,6-Mar-16,Reservation,2FRAZ5,6,$974.00,30,110,0,110,1,3750,New York,Lower Manhattan,West Village,53 Leroy St. Unit 1B,1,0,Low,550
NY063,11-Mar-16,14-Mar-16,Reservation,W5T9MB,3,$598.00,19,110,0,110,1,3750,New York,Lower Manhattan,West Village,53 Leroy St. Unit 1B,1,0,Low,550
NY063,14-Mar-16,18-Mar-16,Reservation,J4A29C,4,$685.00,21,110,0,110,1,3750,New York,Lower Manhattan,West Village,53 Leroy St. Unit 1B,1,0,Low,550
